0,0.793914,2.9
1,1.375099,2.898
0,1.587827,2.898
0,2.100498,1.76
0,2.100498,2.9
1,2.750197,2.9
1,2.381741,2.9
0,2.862496,1.5
0,2.862496,2.316
0,2.862496,2.898
0,3.460589,1.148
0,3.460589,2.224
0,3.460589,2.9
1,4.125296,2.512
1,4.125296,2.898
0,3.175654,1.2
0,3.175654,2.898
1,3.638169,2.546
1,3.638169,2.9
0,4.200996,1.006
0,4.200996,1.76
0,4.200996,2.9
0,4.829188,0.842
0,4.829188,1.664
0,4.829188,2.648
0,4.829188,2.9
1,5.500395,2.05
1,5.500395,2.9
0,3.969568,1.108
0,3.969568,1.792
0,3.969568,2.9
0,4.420324,0.892
0,4.420324,1.982
0,4.420324,2.662
0,4.420324,2.898
1,4.957989,2.106
1,4.957989,2.422
1,4.957989,2.9
0,5.557395,0.756
0,5.557395,1.396
0,5.557395,2.61
0,5.557395,2.722
0,5.557395,2.898
0,6.200664,0.662
0,6.200664,1.316
0,6.200664,2.284
0,6.200664,2.704
0,6.200664,2.9
1,6.875494,1.704
1,6.875494,2.758
1,6.875494,2.898
1,4.763482,2.122
1,4.763482,2.898
0,5.20604,0.832
0,5.20604,1.436
0,5.20604,2.73
0,5.20604,2.9
0,5.724992,0.702
0,5.724992,1.5
0,5.724992,2.316
0,5.724992,2.9
1,6.301494,1.76
1,6.301494,1.948
1,6.301494,2.768
1,6.301494,2.9
0,6.921178,0.606
0,6.921178,1.148
0,6.921178,2.224
0,6.921178,2.432
0,6.921178,2.9
0,7.573453,0.546
0,7.573453,1.086
0,7.573453,1.972
0,7.573453,2.396
0,7.573453,2.792
0,7.573453,2.9
1,8.250592,1.45
1,8.250592,2.512
1,8.250592,2.9
0,5.557395,0.716
0,5.557395,1.61
0,5.557395,2.326
0,5.557395,2.9
1,5.993916,1.788
1,5.993916,2.218
1,5.993916,2.772
1,5.993916,2.898
0,6.498463,0.658
0,6.498463,1.188
0,6.498463,2.452
0,6.498463,2.53
0,6.498463,2.9
0,7.056459,0.576
0,7.056459,1.206
0,7.056459,2.01
0,7.056459,2.668
0,7.056459,2.798
0,7.056459,2.898
1,7.656226,1.502
1,7.656226,1.616
1,7.656226,2.534
1,7.656226,2.74
1,7.656226,2.9
0,8.288701,0.506
0,8.288701,0.972
0,8.288701,1.91
0,8.288701,2.16
0,8.288701,2.782
0,8.288701,2.814
0,8.288701,2.898
0,8.946952,0.462
0,8.946952,0.924
0,8.946952,1.722
0,8.946952,2.118
0,8.946952,2.59
0,8.946952,2.808
0,8.946952,2.9
1,9.625691,1.258
1,9.625691,2.266
1,9.625691,2.826
1,9.625691,2.898
0,6.351309,0.68
0,6.351309,1.2
0,6.351309,2.458
0,6.351309,2.898
0,6.783201,0.592
0,6.783201,1.298
0,6.783201,2.028
0,6.783201,2.8
0,6.783201,2.9
1,7.276338,1.532
1,7.276338,1.792
1,7.276338,2.546
1,7.276338,2.9
0,7.819142,0.542
0,7.819142,1.008
0,7.819142,2.128
0,7.819142,2.186
0,7.819142,2.818
0,7.819142,2.9
0,8.401992,0.488
0,8.401992,1.006
0,8.401992,1.76
0,8.401992,2.34
0,8.401992,2.604
0,8.401992,2.9
1,9.017125,1.304
1,9.017125,1.378
1,9.017125,2.296
1,9.017125,2.476
1,9.017125,2.832
1,9.017125,2.9
0,9.658376,0.434
0,9.658376,0.842
0,9.658376,1.664
0,9.658376,1.926
0,9.658376,2.568
0,9.658376,2.648
0,9.658376,2.9
0,10.320877,0.402
0,10.320877,0.802
0,10.320877,1.522
0,10.320877,1.882
0,10.320877,2.378
0,10.320877,2.632
0,10.320877,2.84
0,10.320877,2.9
1,11.00079,1.11
1,11.00079,2.05
1,11.00079,2.678
1,11.00079,2.9
1,7.145222,1.542
1,7.145222,1.892
1,7.145222,2.55
1,7.145222,2.9
0,7.573453,0.566
0,7.573453,1.026
0,7.573453,2.2
0,7.573453,2.358
0,7.573453,2.82
0,7.573453,2.898
0,8.057343,0.504
0,8.057343,1.078
0,8.057343,1.784
0,8.057343,2.598
0,8.057343,2.614
0,8.057343,2.9
1,8.587489,1.334
1,8.587489,1.5
1,8.587489,2.316
1,8.587489,2.706
1,8.587489,2.834
1,8.587489,2.898
0,9.155858,0.462
0,9.155858,0.872
0,9.155858,1.822
0,9.155858,1.956
0,9.155858,2.658
0,9.155858,2.764
0,9.155858,2.9
0,9.755774,0.422
0,9.755774,0.864
0,9.755774,1.56
0,9.755774,2.056
0,9.755774,2.398
0,9.755774,2.798
0,9.755774,2.842
0,9.755774,2.898
1,10.381768,1.148
1,10.381768,1.2
1,10.381768,2.082
1,10.381768,2.224
1,10.381768,2.69
1,10.381768,2.82
1,10.381768,2.9
0,11.0294,0.378
0,11.0294,0.742
0,11.0294,1.472
0,11.0294,1.73
0,11.0294,2.348
0,11.0294,2.462
0,11.0294,2.836
0,11.0294,2.85
0,11.0294,2.898
0,11.695078,0.356
0,11.695078,0.71
0,11.695078,1.362
0,11.695078,1.69
0,11.695078,2.18
0,11.695078,2.44
0,11.695078,2.714
0,11.695078,2.848
0,11.695078,2.9
1,12.375888,0.992
1,12.375888,1.864
1,12.375888,2.512
1,12.375888,2.856
1,12.375888,2.898
0,7.939136,0.508
0,7.939136,1.108
0,7.939136,1.792
0,7.939136,2.616
0,7.939136,2.898
1,8.364399,1.35
1,8.364399,1.594
1,8.364399,2.324
1,8.364399,2.834
1,8.364399,2.9
0,8.840648,0.482
0,8.840648,0.892
0,8.840648,1.974
0,8.840648,1.982
0,8.840648,2.662
0,8.840648,2.9
0,9.360103,0.436
0,9.360103,0.918
0,9.360103,1.584
0,9.360103,2.25
0,9.360103,2.412
0,9.360103,2.844
0,9.360103,2.9
1,9.915978,1.178
1,9.915978,1.29
1,9.915978,2.106
1,9.915978,2.422
1,9.915978,2.696
1,9.915978,2.9
0,10.50249,0.402
0,10.50249,0.768
0,10.50249,1.59
0,10.50249,1.76
0,10.50249,2.478
0,10.50249,2.532
0,10.50249,2.852
0,10.50249,2.9
0,11.114791,0.372
0,11.114791,0.756
0,11.114791,1.396
0,11.114791,1.824
0,11.114791,2.206
0,11.114791,2.61
0,11.114791,2.722
0,11.114791,2.9
1,11.748849,1.026
1,11.748849,1.062
1,11.748849,1.896
1,11.748849,2.006
1,11.748849,2.528
1,11.748849,2.664
1,11.748849,2.858
1,11.748849,2.9
0,12.401327,0.336
0,12.401327,0.662
0,12.401327,1.316
0,12.401327,1.568
0,12.401327,2.146
0,12.401327,2.284
0,12.401327,2.704
0,12.401327,2.742
0,12.401327,2.9
0,13.069467,0.318
0,13.069467,0.636
0,13.069467,1.23
0,13.069467,1.528
0,13.069467,2.004
0,13.069467,2.258
0,13.069467,2.566
0,13.069467,2.734
0,13.069467,2.862
0,13.069467,2.9
0,13.069467,2.976
1,13.750987,0.896
1,13.750987,1.704
1,13.750987,2.346
1,13.750987,2.758
1,13.750987,2.9
0,8.73305,0.49
0,8.73305,0.898
0,8.73305,1.978
0,8.73305,2.074
0,8.73305,2.664
0,8.73305,2.9
0,9.155858,0.444
0,9.155858,0.952
0,9.155858,1.598
0,9.155858,2.418
0,9.155858,2.45
0,9.155858,2.846
0,9.155858,2.898
1,9.625691,1.194
1,9.625691,1.366
1,9.625691,2.118
1,9.625691,2.646
1,9.625691,2.7
1,9.625691,2.9
0,10.13601,0.418
0,10.13601,0.786
0,10.13601,1.708
0,10.13601,1.78
0,10.13601,2.488
0,10.13601,2.734
0,10.13601,2.854
0,10.13601,2.898
0,10.681015,0.384
0,10.681015,0.8
0,10.681015,1.42
0,10.681015,1.972
0,10.681015,2.222
0,10.681015,2.728
0,10.681015,2.782
0,10.681015,2.9
1,11.255668,1.052
1,11.255668,1.13
1,11.255668,1.922
1,11.255668,2.164
1,11.255668,2.538
1,11.255668,2.812
1,11.255668,2.86
1,11.255668,2.898
0,11.855658,0.354
0,11.855658,0.684
0,11.855658,1.41
0,11.855658,1.596
0,11.855658,2.306
0,11.855658,2.748
0,11.855658,2.83
0,11.855658,2.9
0,12.477332,0.332
0,12.477332,0.672
0,12.477332,1.262
0,12.477332,1.636
0,12.477332,2.03
0,12.477332,2.41
0,12.477332,2.578
0,12.477332,2.844
0,12.477332,2.864
0,12.477332,2.898
1,13.117606,0.926
1,13.117606,0.952
1,13.117606,1.736
1,13.117606,1.822
1,13.117606,2.366
1,13.117606,2.49
1,13.117606,2.764
1,13.117606,2.852
1,13.117606,2.9
1,13.117606,2.978
